step,train_loss,train_mean_token_accuracy,train_error_rate,valid_loss,valid_mean_token_accuracy,valid_error_rate,full_valid_loss,full_valid_mean_token_accuracy,full_valid_error_rate,timestamp
50,0.7559313774108887,0.7853763699531555,,,,,,,,2025-07-23T14:34:31.2130000Z
51,0.7508330941200256,0.7898627519607544,,,,,,,,2025-07-23T14:34:47.3670000Z
52,0.8095399141311646,0.7585663795471191,,,,,,,,2025-07-23T14:35:03.8310000Z
53,0.7227904200553894,0.7908194661140442,,,,,,,,2025-07-23T14:35:22.9730000Z
54,0.9849135875701904,0.7238142490386963,,,,,,,,2025-07-23T14:35:33.7060000Z
55,0.8933092951774597,0.7265306115150452,,,,,,,,2025-07-23T14:35:52.2460000Z
56,0.7751731276512146,0.7767820954322815,,,,,,,,2025-07-23T14:36:06.8800000Z
57,0.7895515561103821,0.7748282551765442,,,,,,,,2025-07-23T14:36:25.1530000Z
58,0.9327471852302551,0.7382702231407166,,,,,,,,2025-07-23T14:36:36.5290000Z
59,0.7304937839508057,0.7880986928939819,,,,,,,,2025-07-23T14:36:53.2660000Z
60,0.9292699694633484,0.734197735786438,,,,,,,,2025-07-23T14:37:05.7990000Z
61,0.8688313364982605,0.739130437374115,,,,,,,,2025-07-23T14:37:21.3560000Z
62,0.904504120349884,0.7417322993278503,,,,,,,,2025-07-23T14:37:36.8930000Z
63,0.6292988061904907,0.811976432800293,,,,,,,,2025-07-23T14:37:50.3340000Z
64,0.7404529452323914,0.7654614448547363,,,,,,,,2025-07-23T14:38:05.8700000Z
65,0.9335439205169678,0.7315950989723206,,,,,,,,2025-07-23T14:38:21.4070000Z
66,0.7766220569610596,0.7715662717819214,,,,,,,,2025-07-23T14:38:37.8450000Z
67,0.990675687789917,0.71793532371521,,,,,,,,2025-07-23T14:38:51.5760000Z
68,0.8972405195236206,0.7241241931915283,,,,,,,,2025-07-23T14:39:04.7180000Z
69,0.6587081551551819,0.8117343783378601,,,,,,,,2025-07-23T14:39:22.6540000Z
70,0.761415421962738,0.7755013108253479,,,,,,,,2025-07-23T14:39:36.9840000Z
71,0.7779793739318848,0.773118257522583,,,,,,,,2025-07-23T14:39:53.7220000Z
72,0.7673218250274658,0.7701908946037292,,,,,,,,2025-07-23T14:40:07.7580000Z
73,0.810060977935791,0.7596924901008606,,,,,,,,2025-07-23T14:40:19.6880000Z
74,0.8288941383361816,0.76408451795578,,,,,,,,2025-07-23T14:40:35.5250000Z
75,0.7436044216156006,0.7679452896118164,,,,,,,,2025-07-23T14:40:48.0690000Z
76,0.6014590859413147,0.829382061958313,,,,,,,,2025-07-23T14:41:05.7070000Z
77,0.7114266753196716,0.792340874671936,,,,,,,,2025-07-23T14:41:20.9440000Z
78,0.7622389793395996,0.7749428749084473,,,,,,,,2025-07-23T14:41:36.1800000Z
79,0.9335506558418274,0.7160166501998901,,,,,,,,2025-07-23T14:41:52.3120000Z
80,0.997411847114563,0.7232459187507629,,,,,,,,2025-07-23T14:42:05.4500000Z
81,0.8305186629295349,0.7427184581756592,,,,,,,,2025-07-23T14:42:21.5940000Z
82,0.8578110933303833,0.7452898621559143,,,,,,,,2025-07-23T14:42:38.0320000Z
83,0.6905667781829834,0.7958452701568604,,,,,,,,2025-07-23T14:42:52.9680000Z
84,0.8966823816299438,0.7328888773918152,,,,,,,,2025-07-23T14:43:08.8040000Z
85,0.7437583804130554,0.771517276763916,,,,,,,,2025-07-23T14:43:25.8420000Z
86,0.8670688271522522,0.7389465570449829,,,,,,,,2025-07-23T14:43:40.5340000Z
87,0.9419546723365784,0.7320754528045654,,,,,,,,2025-07-23T14:43:56.3710000Z
88,0.7404598593711853,0.7750115394592285,,,,,,,,2025-07-23T14:44:11.3020000Z
89,0.94677734375,0.7255830764770508,,,,,,,,2025-07-23T14:44:26.8380000Z
90,0.8452515006065369,0.7506004571914673,,,,,,,,2025-07-23T14:44:44.1790000Z
91,0.8175657391548157,0.7478134036064148,,,,,,,,2025-07-23T14:44:59.4100000Z
92,0.8785593509674072,0.751290500164032,,,,,,,,2025-07-23T14:45:14.6490000Z
93,0.6714310646057129,0.8044375777244568,,,,,,,,2025-07-23T14:45:31.7120000Z
94,0.7818121314048767,0.7789580225944519,,,,,,,,2025-07-23T14:45:43.9590000Z
95,0.8049749135971069,0.7682785391807556,,,,,,,,2025-07-23T14:46:02.4970000Z
96,0.8319283723831177,0.7615804076194763,,,,,,,,2025-07-23T14:46:18.0360000Z
97,0.7818178534507751,0.7661675810813904,,,,,,,,2025-07-23T14:46:33.8770000Z
98,0.6812418103218079,0.7973673939704895,,,,,,,,2025-07-23T14:46:48.8340000Z
99,0.5463394522666931,0.8296605348587036,,,,,,,,2025-07-23T14:47:03.7740000Z
100,0.7052528262138367,0.7790512442588806,,0.783487937467318,0.7698581560283688,,,,,2025-07-23T14:47:31.7970000Z
101,0.714393138885498,0.7842639684677124,,,,,,,,2025-07-23T14:47:49.5740000Z
102,0.7109320163726807,0.7896243333816528,,,,,,,,2025-07-23T14:48:02.1170000Z
103,0.8560494780540466,0.7335243821144104,,,,,,,,2025-07-23T14:48:18.8950000Z
104,0.7065841555595398,0.7984623908996582,,,,,,,,2025-07-23T14:48:33.2980000Z
105,0.8627620339393616,0.7542837262153625,,,,,,,,2025-07-23T14:48:50.9880000Z
106,0.8618183732032776,0.7335473299026489,,,,,,,,2025-07-23T14:49:07.4390000Z
107,0.7238635420799255,0.7798708081245422,,,,,,,,2025-07-23T14:49:24.8190000Z
108,0.947114884853363,0.7126008868217468,,,,,,,,2025-07-23T14:49:42.4760000Z
109,0.684866726398468,0.789612352848053,,,,,,,,2025-07-23T14:49:58.6170000Z
110,0.7293476462364197,0.768161952495575,,,,,,,,2025-07-23T14:50:14.4630000Z
111,0.8268479704856873,0.7540106773376465,,,,,,,,2025-07-23T14:50:30.9010000Z
112,0.831361711025238,0.7561455368995667,,,,,,,,2025-07-23T14:50:46.1440000Z
113,0.43983325362205505,0.8693937659263611,,,,,,,,2025-07-23T14:50:59.8830000Z
114,0.7479923367500305,0.7644914388656616,,,,,,,,2025-07-23T14:51:15.4220000Z
115,0.7805768251419067,0.7703289985656738,,,,,,,,2025-07-23T14:51:33.9630000Z
116,0.7615469098091125,0.7641746401786804,,,,,,,,2025-07-23T14:51:48.6230000Z
117,0.786609411239624,0.758948802947998,,,,,,,,2025-07-23T14:52:03.8690000Z
118,0.9317663908004761,0.7343969941139221,,,,,,,,2025-07-23T14:52:19.4070000Z
119,0.7301105856895447,0.7681704163551331,,,,,,,,2025-07-23T14:52:32.2510000Z
120,0.8453323841094971,0.7464635372161865,,,,,,,,2025-07-23T14:52:43.8960000Z
121,0.8446662425994873,0.7441002726554871,,,,,,,,2025-07-23T14:53:00.3410000Z
122,0.7324410080909729,0.7746865153312683,,,,,,,,2025-07-23T14:53:17.9800000Z
123,0.6673669219017029,0.7935857772827148,,,,,,,,2025-07-23T14:53:33.8250000Z
124,0.5760555267333984,0.8220502734184265,,,,,,,,2025-07-23T14:53:52.4000000Z
125,0.8434218168258667,0.7459775805473328,,,,,,,,2025-07-23T14:54:04.6480000Z
126,0.6364706158638,0.8007082939147949,,,,,,,,2025-07-23T14:54:17.1880000Z
127,0.8830094337463379,0.7327839732170105,,,,,,,,2025-07-23T14:54:34.8770000Z
128,0.9056035280227661,0.7194835543632507,,,,,,,,2025-07-23T14:54:47.7300000Z
129,0.8531700968742371,0.7511499524116516,,,,,,,,2025-07-23T14:55:03.5800000Z
130,0.738638162612915,0.7668643593788147,,,,,,,,2025-07-23T14:55:17.9200000Z
131,0.7965826392173767,0.7609409093856812,,,,,,,,2025-07-23T14:55:35.9420000Z
132,0.726000189781189,0.7864963412284851,,,,,,,,2025-07-23T14:55:50.9480000Z
133,0.6273645758628845,0.815309464931488,,,,,,,,2025-07-23T14:56:09.2380000Z
134,0.7641056776046753,0.7654234766960144,,,,,,,,2025-07-23T14:56:22.0830000Z
135,0.8757162690162659,0.748305082321167,,,,,,,,2025-07-23T14:56:38.2200000Z
136,0.6212050914764404,0.8068459630012512,,,,,,,,2025-07-23T14:56:53.1600000Z
137,0.7969887852668762,0.7584290504455566,,,,,,,,2025-07-23T14:57:08.0980000Z
138,0.9018639922142029,0.7321724891662598,,,,,,,,2025-07-23T14:57:18.8370000Z
139,0.5607300400733948,0.8256776928901672,,,,,,,,2025-07-23T14:57:35.5890000Z
140,0.7411444783210754,0.7739225625991821,,,,,,,,2025-07-23T14:57:50.5340000Z
141,0.7290059328079224,0.7701981663703918,,,,,,,,2025-07-23T14:58:03.9700000Z
142,0.5956491827964783,0.8175321817398071,,,,,,,,2025-07-23T14:58:15.3110000Z
143,0.6405333280563354,0.7977715730667114,,,,,,,,2025-07-23T14:58:29.9500000Z
144,0.8333995342254639,0.7501282691955566,,,,,,,,2025-07-23T14:58:42.4910000Z
145,0.7750743627548218,0.766405463218689,,,,,,,,2025-07-23T14:58:55.9270000Z
146,0.8689479827880859,0.7379568219184875,,,,,,,,2025-07-23T14:59:08.7630000Z
147,0.8372904658317566,0.7575492262840271,,,,,,,,2025-07-23T14:59:25.2030000Z
148,0.7760668992996216,0.7572115659713745,,,,,,,,2025-07-23T14:59:37.1390000Z
149,0.6435006260871887,0.8078344464302063,,,,,,,,2025-07-23T14:59:55.6740000Z
150,0.8370449542999268,0.7485557794570923,,,,,,,,2025-07-23T15:00:07.0160000Z
151,0.699033796787262,0.7739937901496887,,,,,,,,2025-07-23T15:00:22.5520000Z
152,0.678658127784729,0.7872664928436279,,,,,,,,2025-07-23T15:00:40.2050000Z
153,0.8342356085777283,0.7633135914802551,,,,,,,,2025-07-23T15:00:53.9510000Z
154,0.8223666548728943,0.7660899758338928,,,,,,,,2025-07-23T15:01:10.6910000Z
155,0.612121045589447,0.8249233365058899,,,,,,,,2025-07-23T15:01:24.7300000Z
156,0.7408009171485901,0.772290825843811,,,,,,,,2025-07-23T15:01:40.5710000Z
157,0.7826975584030151,0.7615504860877991,,,,,,,,2025-07-23T15:01:55.5170000Z
158,0.9247341752052307,0.7268016934394836,,,,,,,,2025-07-23T15:02:06.8580000Z
159,0.5838732719421387,0.8119716048240662,,,,,,,,2025-07-23T15:02:24.2020000Z
160,0.7994191646575928,0.7688772082328796,,,,,,,,2025-07-23T15:02:40.9480000Z
161,0.772452175617218,0.7661855816841125,,,,,,,,2025-07-23T15:02:59.4980000Z
162,0.7848278284072876,0.7589333057403564,,,,,,,,2025-07-23T15:03:11.7350000Z
163,0.9343326091766357,0.7279541492462158,,,,,,,,2025-07-23T15:03:23.0980000Z
164,0.7232958078384399,0.7679022550582886,,,,,,,,2025-07-23T15:03:39.5510000Z
165,0.6523635983467102,0.7996729612350464,,,,,,,,2025-07-23T15:03:52.3910000Z
166,0.7998777031898499,0.7634455561637878,,,,,,,,2025-07-23T15:04:05.5280000Z
167,0.6993767619132996,0.8067312836647034,,,,,,,,2025-07-23T15:04:18.3670000Z
168,0.7310203313827515,0.774954617023468,,,,,,,,2025-07-23T15:04:32.4050000Z
169,0.6494518518447876,0.8004885911941528,,,,,,,,2025-07-23T15:04:45.2790000Z
170,0.6436786651611328,0.7882554531097412,,,,,,,,2025-07-23T15:05:02.6270000Z
171,0.5147745013237,0.8378561735153198,,,,,,,,2025-07-23T15:05:15.1620000Z
172,0.7716851234436035,0.7598699331283569,,,,,,,,2025-07-23T15:05:25.9330000Z
173,0.7163663506507874,0.7766116857528687,,,,,,,,2025-07-23T15:05:42.6870000Z
174,0.7360024452209473,0.780035674571991,,,,,,,,2025-07-23T15:05:58.5230000Z
175,0.6583412885665894,0.804032564163208,,,,,,,,2025-07-23T15:06:12.2600000Z
176,0.7259310483932495,0.7745097875595093,,,,,,,,2025-07-23T15:06:29.0100000Z
177,0.7241492867469788,0.7758821249008179,,,,,,,,2025-07-23T15:06:41.8530000Z
178,0.7911971211433411,0.7503822445869446,,,,,,,,2025-07-23T15:06:55.8950000Z
179,0.8642567992210388,0.7369605898857117,,,,,,,,2025-07-23T15:07:11.7310000Z
180,0.5901442170143127,0.8214771151542664,,,,,,,,2025-07-23T15:07:28.8070000Z
181,0.8894959688186646,0.7379181981086731,,,,,,,,2025-07-23T15:07:46.4540000Z
182,0.7438821792602539,0.7747789621353149,,,,,,,,2025-07-23T15:08:02.3050000Z
183,0.7033979892730713,0.7770270109176636,,,,,,,,2025-07-23T15:08:19.6680000Z
184,0.8402136564254761,0.7451905608177185,,,,,,,,2025-07-23T15:08:37.6140000Z
185,0.6846035718917847,0.7903780341148376,,,,,,,,2025-07-23T15:08:53.8020000Z
186,0.621934175491333,0.8084518313407898,,,,,,,,2025-07-23T15:09:06.6390000Z
187,0.747291624546051,0.7765457034111023,,,,,,,,2025-07-23T15:09:20.9810000Z
188,0.8163740038871765,0.7563258409500122,,,,,,,,2025-07-23T15:09:33.5210000Z
189,0.7238441109657288,0.7829365134239197,,,,,,,,2025-07-23T15:09:45.1570000Z
190,0.7938280701637268,0.7470295429229736,,,,,,,,2025-07-23T15:10:02.4990000Z
191,0.9307361841201782,0.7149598598480225,,,,,,,,2025-07-23T15:10:18.9390000Z
192,0.7505573630332947,0.760755181312561,,,,,,,,2025-07-23T15:10:35.0820000Z
193,0.7985979318618774,0.7653548121452332,,,,,,,,2025-07-23T15:10:52.7250000Z
194,0.5811492204666138,0.8291727900505066,,,,,,,,2025-07-23T15:11:09.1640000Z
195,0.5571640729904175,0.8254473209381104,,,,,,,,2025-07-23T15:11:25.9150000Z
196,0.5915815234184265,0.818223237991333,,,,,,,,2025-07-23T15:11:44.1550000Z
197,0.8397727608680725,0.7584196925163269,,,,,,,,2025-07-23T15:11:56.3940000Z
198,0.8297770619392395,0.7490941882133484,,,,,,,,2025-07-23T15:12:08.3330000Z
199,0.5986357927322388,0.8310626745223999,,,,,,,,2025-07-23T15:12:20.2660000Z
200,0.62149578332901,0.8094562888145447,,0.7467868516479595,0.7897196261682243,,,,,2025-07-23T15:12:41.7380000Z
201,0.6536603569984436,0.806731104850769,,,,,,,,2025-07-23T15:12:58.1800000Z
202,0.7761277556419373,0.7790034413337708,,,,,,,,2025-07-23T15:13:10.7230000Z
203,0.7116788625717163,0.7697637677192688,,,,,,,,2025-07-23T15:13:26.5720000Z
204,0.7194685935974121,0.766481339931488,,,,,,,,2025-07-23T15:13:43.0170000Z
205,0.6465723514556885,0.8040345907211304,,,,,,,,2025-07-23T15:13:58.8540000Z
206,0.6170983910560608,0.8079847693443298,,,,,,,,2025-07-23T15:14:11.7020000Z
207,0.7078295350074768,0.7847682237625122,,,,,,,,2025-07-23T15:14:30.5710000Z
208,0.5926420092582703,0.8127726912498474,,,,,,,,2025-07-23T15:14:47.6270000Z
209,0.6641160845756531,0.8049507737159729,,,,,,,,2025-07-23T15:15:03.1670000Z
210,0.7570159435272217,0.7642718553543091,,,,,,,,2025-07-23T15:15:15.4090000Z
211,0.6680046916007996,0.8004999756813049,,,,,,,,2025-07-23T15:15:27.6590000Z
212,0.6550714373588562,0.8179258704185486,,,,,,,,2025-07-23T15:15:41.6970000Z
213,0.756357729434967,0.7657894492149353,,,,,,,,2025-07-23T15:15:53.9370000Z
214,0.7159589529037476,0.7838827967643738,,,,,,,,2025-07-23T15:16:07.3730000Z
215,0.8890258073806763,0.7309675216674805,,,,,,,,2025-07-23T15:16:19.9570000Z
216,0.536169171333313,0.8357142806053162,,,,,,,,2025-07-23T15:16:33.7050000Z
217,0.5946487188339233,0.8238912224769592,,,,,,,,2025-07-23T15:16:46.5490000Z
218,0.733711838722229,0.7775073051452637,,,,,,,,2025-07-23T15:16:58.4950000Z
219,0.7191368341445923,0.7831275463104248,,,,,,,,2025-07-23T15:17:12.8340000Z
220,0.7600589990615845,0.7633650898933411,,,,,,,,2025-07-23T15:17:28.6880000Z
221,0.6248725652694702,0.8058525323867798,,,,,,,,2025-07-23T15:17:41.8320000Z
222,0.6592510342597961,0.7897111773490906,,,,,,,,2025-07-23T15:17:54.3770000Z
223,0.6913884282112122,0.7840792536735535,,,,,,,,2025-07-23T15:18:07.5140000Z
224,0.6797088384628296,0.7963063716888428,,,,,,,,2025-07-23T15:18:24.5550000Z
225,0.6754185557365417,0.7814815044403076,,,,,,,,2025-07-23T15:18:36.1930000Z
226,0.7759597301483154,0.7669510841369629,,,,,,,,2025-07-23T15:18:48.1280000Z
227,0.869025707244873,0.7341731190681458,,,,,,,,2025-07-23T15:19:01.5650000Z
228,1.0500863790512085,0.7029045820236206,,,,,,,,2025-07-23T15:19:17.4000000Z
229,0.6954967975616455,0.7930875420570374,,,,,,,,2025-07-23T15:19:33.8390000Z
230,0.8553978800773621,0.751359760761261,,,,,,,,2025-07-23T15:19:45.7800000Z
231,0.9664236903190613,0.7117165923118591,,,,,,,,2025-07-23T15:20:03.1180000Z
232,0.7965296506881714,0.7632084488868713,,,,,,,,2025-07-23T15:20:15.6650000Z
233,0.8207598924636841,0.7468781471252441,,,,,,,,2025-07-23T15:20:27.9050000Z
234,0.6444648504257202,0.7954825758934021,,,,,,,,2025-07-23T15:20:42.8490000Z
235,0.6943766474723816,0.7898697257041931,,,,,,,,2025-07-23T15:20:54.7920000Z
236,0.5820645093917847,0.8245688080787659,,,,,,,,2025-07-23T15:21:09.1320000Z
237,0.7763779163360596,0.7662538886070251,,,,,,,,2025-07-23T15:21:21.6750000Z
238,0.6592727303504944,0.7990543842315674,,,,,,,,2025-07-23T15:21:38.7160000Z
239,0.7195824980735779,0.7793754935264587,,,,,,,,2025-07-23T15:21:56.3590000Z
240,0.6217591762542725,0.8012076020240784,,,,,,,,2025-07-23T15:22:08.8990000Z
241,0.6019291877746582,0.8033457398414612,,,,,,,,2025-07-23T15:22:26.8430000Z
242,0.7096920609474182,0.7750314474105835,,,,,,,,2025-07-23T15:22:39.6850000Z
243,0.7335631251335144,0.7750095725059509,,,,,,,,2025-07-23T15:22:53.4280000Z
244,0.8911113739013672,0.7249306440353394,,,,,,,,2025-07-23T15:23:06.2660000Z
245,0.8340179324150085,0.7516198754310608,,,,,,,,2025-07-23T15:23:21.5130000Z
246,0.8579416275024414,0.7417934536933899,,,,,,,,2025-07-23T15:23:35.2500000Z
247,0.6857203245162964,0.7962398529052734,,,,,,,,2025-07-23T15:23:50.2350000Z
248,0.8064356446266174,0.7665933966636658,,,,,,,,2025-07-23T15:24:02.1860000Z
249,0.7543718814849854,0.7734774947166443,,,,,,,,2025-07-23T15:24:14.1330000Z
250,0.7169601917266846,0.7706794738769531,,,,,,,,2025-07-23T15:24:26.0690000Z
251,0.6949354410171509,0.7870656847953796,,,,,,,,2025-07-23T15:24:44.3110000Z
252,0.8699120283126831,0.7389240264892578,,,,,,,,2025-07-23T15:24:56.8860000Z
253,0.7485013604164124,0.7741273045539856,,,,,,,,2025-07-23T15:25:13.9320000Z
254,0.7441059350967407,0.7760123014450073,,,,,,,,2025-07-23T15:25:29.1740000Z
255,0.756824254989624,0.7695205211639404,,,,,,,,2025-07-23T15:25:46.2160000Z
256,0.7762129306793213,0.7537504434585571,,,,,,,,2025-07-23T15:25:58.1560000Z
257,0.8834190368652344,0.75228351354599,,,,,,,,2025-07-23T15:26:13.7070000Z
258,0.6060665249824524,0.8099102973937988,,,,,,,,2025-07-23T15:26:29.8530000Z
259,0.6224139332771301,0.8135831356048584,,,,,,,,2025-07-23T15:26:45.6900000Z
260,0.6812880039215088,0.7918731570243835,,,,,,,,2025-07-23T15:27:02.1340000Z
261,0.8606499433517456,0.7347593307495117,,,,,,,,2025-07-23T15:27:15.8850000Z
262,0.6545248627662659,0.8055198788642883,,,,,,,,2025-07-23T15:27:29.0230000Z
263,0.6604825258255005,0.796875,,,,,,,,2025-07-23T15:27:40.7700000Z
264,0.5407009124755859,0.8322368264198303,,,,,,,,2025-07-23T15:27:53.3200000Z
265,0.6554401516914368,0.8004184365272522,,,,,,,,2025-07-23T15:28:08.2590000Z
266,0.6786639094352722,0.7793103456497192,,,,,,,,2025-07-23T15:28:24.1020000Z
267,0.6988627910614014,0.7823297381401062,,,,,,,,2025-07-23T15:28:38.1370000Z
268,0.5617295503616333,0.835872232913971,,,,,,,,2025-07-23T15:28:51.6130000Z
269,0.7685312628746033,0.7691268920898438,,,,,,,,2025-07-23T15:29:05.0540000Z
270,0.6371145844459534,0.8009228706359863,,,,,,,,2025-07-23T15:29:18.8010000Z
271,0.7764190435409546,0.7694414258003235,,,,,,,,2025-07-23T15:29:33.4350000Z
272,0.9077757596969604,0.7332178354263306,,,,,,,,2025-07-23T15:29:48.9790000Z
273,0.7086396813392639,0.7870036363601685,,,,,,,,2025-07-23T15:30:05.1230000Z
274,0.6821660399436951,0.791722297668457,,,,,,,,2025-07-23T15:30:17.0640000Z
275,0.8950788378715515,0.7286573052406311,,,,,,,,2025-07-23T15:30:32.0090000Z
276,0.5988743901252747,0.8221279382705688,,,,,,,,2025-07-23T15:30:44.5510000Z
277,0.7744778394699097,0.7645324468612671,,,,,,,,2025-07-23T15:30:58.5960000Z
278,0.7472140192985535,0.7617360353469849,,,,,,,,2025-07-23T15:31:11.7360000Z
279,0.6461794972419739,0.8028616905212402,,,,,,,,2025-07-23T15:31:29.3830000Z
280,0.7698395848274231,0.7588000297546387,,,,,,,,2025-07-23T15:31:43.1220000Z
281,0.7254398465156555,0.7869666814804077,,,,,,,,2025-07-23T15:31:59.8720000Z
282,0.738886833190918,0.7761476635932922,,,,,,,,2025-07-23T15:32:16.6120000Z
283,0.8001897931098938,0.7572107911109924,,,,,,,,2025-07-23T15:32:27.6530000Z
284,0.7154971957206726,0.7838586568832397,,,,,,,,2025-07-23T15:32:42.2930000Z
285,0.5949739217758179,0.8118081092834473,,,,,,,,2025-07-23T15:32:59.9350000Z
286,0.7019595503807068,0.7835479974746704,,,,,,,,2025-07-23T15:33:12.1840000Z
287,0.7933659553527832,0.7572771906852722,,,,,,,,2025-07-23T15:33:26.8240000Z
288,0.6143370866775513,0.8090036511421204,,,,,,,,2025-07-23T15:33:40.8660000Z
289,0.8041909337043762,0.7441949248313904,,,,,,,,2025-07-23T15:33:54.3010000Z
290,0.9046959280967712,0.7223404049873352,,,,,,,,2025-07-23T15:34:06.5350000Z
291,0.5520696043968201,0.8183494806289673,,,,,,,,2025-07-23T15:34:18.7720000Z
292,0.6402597427368164,0.7979452013969421,,,,,,,,2025-07-23T15:34:34.6170000Z
293,0.7535080313682556,0.7723230123519897,,,,,,,,2025-07-23T15:34:45.3560000Z
294,0.6382017135620117,0.8049184679985046,,,,,,,,2025-07-23T15:35:02.6930000Z
295,0.5673142075538635,0.8212785720825195,,,,,,,,2025-07-23T15:35:14.6350000Z
296,0.7859516739845276,0.7710280418395996,,,,,,,,2025-07-23T15:35:29.8780000Z
297,0.6267301440238953,0.8167910575866699,,,,,,,,2025-07-23T15:35:45.1820000Z
298,0.679906964302063,0.7971627116203308,,,,,,,,2025-07-23T15:35:57.1330000Z
299,0.7891519665718079,0.7502071261405945,,,,,,,,2025-07-23T15:36:08.7810000Z
300,0.7231308221817017,0.7820287942886353,,0.8021557088469476,0.7569772434521254,,,,,2025-07-23T15:36:28.6010000Z
